 61,77,7,98,78,54,16,82,49,22,99,44,46,61,61,23,32,10,96,25,82,68,11,44,35,79,
 52,54,51,46,79,47,23,88,31,41,101,78,51,77,89,25,93,95,77,31,77,54,49,10,86,
 100,97,12,30,16,17,61,83,48,9,23,44,7,100,59,37,51,47,20,48,12,18,76,20,91,
 30,67,34,18,44,30,33,15,94,16,46,36,43,50,45,25,100,53,73,83,42,75,90,92,61,
 97,39,75,52,15,91,84,39,91,82,87,61,19,43,98,37,5,32,76,44,20,60,81,20,31,9,
 19,69,37,28,97,36,40,16,96,15,69,100,36,68,76,65,83,68,59,37,6,83,63,87,61,
 22,61,69,58,5,96,8,6,100,29,68,96,45,64,92,2,44,14,39,50,78,17,44,74,87,59,
 44,66,40,64,51,19,87,57,11,33,92,28,75,28,18,46,54,23,87,69,24,68,29,27,31,7,
 34,74,15,2,88,65,89,66,81,20,73,59,90,97,81,74,45,23,95,26,41,68,98,99,36,22,
 3,68,70,72,20,63,57,92,67,59,33,14,25,24,63,7,20,65,35,30,15,16,16,98,73,4,
 84,59,45,5,53,42,56,23,16,91,32,59,83,19,34,34,61,19,74,101,42,22,49,25,75,
 77,13,76,7,88,14,71,85,93,93,44,30,81,10,31,58,70,26,49,52,79,61,66,62,9,101,
 59,96,34,40,8,80,28,79,48,82,45,78,41,42,33,14,95,73,76,64,19,8,61,41,51,22,
 58,5,99,5,81,78,81,78,37,91,15,60,16,87,35,62,34,34,23,65,93,59,78,5,66,38,7,
 47,28,24,3,83,33,76,46,75,99,100,22,72,27,77,30,13,35,55,101,5,56,28,57,99,
 51,26,34,94,94,89,14,62,3,99,31,77,31,72,21,7,67,48,19,88,4,25,20,18,53,32,
 74,42,87,13,20,40,32,16,72,11,35,94,37,91,9,62,29,48,96,51,38,56,60,28,24,62,
 66,39,94,58,72,72,50,36,19,23,12,52,46,53,97,75,41,18,68,26,50,8,98,40,29,49,
 77,28,83,36,59,78,28,69,66,100,91,59,60,9,23,29,30,91,56,49,45,98,51,22,33,
 68,59,97,43,62,17,36,88,100,45,19,33,68,60,52,76,10,65,44,32,95,56,34,14,12,
 8,31,91,11,40,34,71,101,23,7,35,36,57,90,47,89,95,13,26,74,82,39,3,7,60,80,
 35,79,31,84,72,12,55,61,42,67,52,88,57,69,8,85,70,62,17,90,86,21,51,69,50,13,
 59,9,2,34,100,31,70,42,19,63,15,62,88,15,73,60,67,34,25,50,54,12,69,68,73,75,
 51,56,68,87,59,61,40,88,84,87,53,49,37,80,63,58,84,68,3,81,83,72,38,96,19,47,
 60,70,39,92,74,84,77,75,93,95,22,68,47,54,92,83,60,77,74,33,62,91,45,10,20,
 57,6,38,71,92,93,75,36,4,23,55,2,11,94,97,27,87,14,19,33,34,18,92,93,80,18,
 12,47,15,88,80,85,22,92,96,31,80,55,30,98,26,5,38,90,63,79,69,78,71,37,10,67,
 27,94,100,69,49,45,22,100,45,47,61,26,101,55,46,14,69,45,89,24,62,84,17,35,
 55,14,38,20,4,12,51,77,95,11,91,48,29,87,33,84,87,12,5,76,83,12,11,69,93,66,
 98,21,82,55,48,46,95,47,36,92,17,69,88,75,26,82,22,6,47,89,77,30,74,32,96,29,
 67,83,46,26,26,59,81,21,53,27,86,52,21,73,57,63,24,35,10,70,16,66,76,33,84,
 20,12,5,30,100,30,84,74,46,79,19,93,94,13,80,83,86,17,9,79,15,28,47,62,81,67,
 8,88,99,7,69,8,73,41,49,26,18,91,68,67,30,9,92,29,3,37,74,59,11,5,26,75,90,
 20,33,99,45,9,43,14,93,26,57,71,2,67,29,90,10,78,71,78,24,28,100,41,29,22,50,
 93,95,81,71,27,27,72,36,64,4,62,100,14,87,46,73,80,31,82,81,69,30,14,7,58,26,
 38,79,27,64,42,42,70,2,2,85,95,66,15,17,62,27,51,9,44,52,55,88,96,17,75,21,
 77,40,66,87,49,74,76,32,24,48,19,3,68,51,12,30,51,57,78,77,93,26,40,97,14,18,
 67,6,57,31,38,11,32,98,95,69,47,35,44,101,51,42,98,94,48,69,81,70,66,38,43,5,
 17,60,13,31,61,33,17,82,37,72,86,15,23,7,73,17,68,48,32,68,26,21,85,6,91,24,
 98,56,89,69,67,91,80,4,55,8,47,39,90,31,76,26,77,4,75,66,26,13,61,98,22,100,
 68,79,95,19,77,58,44,81,45,32,10,35,10,21,39,91,63,55,49,56,77,10,85,90,79,
 53,24,56,76,37,94,16,18,38,88,91,39,68,77,43,29,76,34,67,34,18,12,67,18,11,3,
 87,25,88,44,4,22,75,62,79,18,51,50,20,86,68,46,7,65,41,56,79,101,43,65,50,42,
 37,42,44,27,101,21,48,94,56,101,99,42,94,98,31,42,11,91,50,71,66,96,86,13,66,
 54,12,97,57,73,85,97,50,41,61,93,39,47,71,52,16,25,86,58,78,64,5,22,54,3,3,
 22,13,98,84,20,49,51,85,11,61,87,75,8,66,40,47,86,92,28,16,15,37,41,83,88,36,
 56,59,41,4,4,5,5,5,5,6,20,84,44,77,84,72,16,99,43,7,56,8,8,9,10,10,11,11,12,
 12,13,14,14,14,14,15,16,16,17,17,76,59,60,56,42,88,18,18,18,85,58,68,96,81,
 37,19,19,19,19,20,20,20,20,23,23,23,24,25,25,25,25,26,26,26,27,27,28,28,28,
 29,30,31,32,32,33,33,33,34,34,34,35,35,35,36,37,37,39,39,41,41,41,42,42,42,
 44,44,45,45,46,47,47,48,49,49,49,49,51,51,51,51,51,51,52,52,53,81,54,54,54,
 56,56,56,56,57,57,57,57,59,59,59,59,59,60,60,60,61,61,62,62,62,62,62,63,64,
 64,67,67,67,67,68,68,70,70,70,71,71,72,73,74,74,75,75,75,75,77,77,77,78,78,
 78,78,78,81,81,82,82,82,82,82,83,84,84,85,85,85,87,89,89,89,89,89,89,90,91,
 91,91,93,93,93,93,94,94,95,95,95,95,95,95,96,98,98,98,99,100,100,100,100,101,
 84]
